Trip ID,Destination,Start date,End date,Duration (days),Traveler name,Traveler age,Traveler gender,Traveler nationality,Accommodation type, Accommodation cost ,Transportation type, Transportation cost 
1861,Seoul,1/20/2021,1/27/2021,7,Mary WILLIAMS,52,Female,United Arab Emirates,Hostel, $935.00 ,Bus," $2,186.00 "
1862,Rome,9/1/2024,9/15/2024,14,Mary BROWN,24,Female,Italian,Hotel," $1,098.00 ",Ferry," $2,254.00 "
1863,Greece,5/28/2023,5/30/2023,2,Mary JONES,32,Female,China,Vacation rental," $3,321.00 ",Flight, $748.00 
1864,"Bangkok, Thailand",2/18/2023,2/26/2023,8,Mary GARCIA,21,Female,Singapore,Villa," $7,449.00 ",Train, $596.00 
1865,"Bangkok, Thailand",4/1/2022,4/7/2022,6,Mary RODRIGUEZ,33,Female,Japanese,Guesthouse," $6,853.00 ",Car rental," $1,711.00 "
1866,"Sydney, AUS",5/7/2022,5/13/2022,6,Mary MILLER,49,Female,Korean,Hostel," $3,349.00 ",Ferry, $328.00 
1867,"Cape Town, SA",7/30/2021,8/6/2021,7,Mary MARTINEZ,25,Male,Chinese,Villa," $3,436.00 ",Car, $279.00 
1868,Australia,9/27/2023,10/3/2023,6,Mary DAVIS,59,Male,USA,Airbnb," $5,463.00 ",Plane, $137.00 
1869,"Seoul, South Korea",11/13/2022,11/16/2022,3,Mary HERNANDEZ,34,Male,Emirati,Hostel," $3,500.00 ",Flight," $1,691.00 "
1870,"Auckland, New Zealand",10/30/2024,11/9/2024,10,Mary LOPEZ,56,Male,Indonesian,Resort," $7,686.00 ",Bus, $632.00 
1871,"New York, USA",10/1/2023,10/8/2023,7,Mary GONZALEZ,26,Female,Canadian,Hotel," $3,646.00 ",Flight, $336.00 
1872,"New York, USA",8/28/2023,9/9/2023,12,Mary WILSON,37,Male,Japanese,Villa," $4,864.00 ",Train," $1,404.00 "
1873,"Berlin, Germany",11/2/2024,11/15/2024,13,Mary ANDERSON,23,Female,Emirati,Hostel," $1,074.00 ",Car," $2,213.00 "
1874,Hawaii,10/7/2023,10/18/2023,11,Mary THOMAS,38,Female,Australian,Resort," $1,002.00 ",Airplane," $2,386.00 "
1875,"Cape Town, SA",9/27/2024,10/12/2024,15,Mary TAYLOR,26,Female,Greece,Resort," $6,713.00 ",Subway," $1,271.00 "
1876,"Phuket, Thai",6/26/2024,7/11/2024,15,Mary LEE,52,Male,South Korean,Riad," $1,045.00 ",Car," $2,156.00 "
1877,Phnom Penh,12/27/2024,1/10/2025,14,Mary MOORE,42,Female,Scottish,Vacation rental," $2,676.00 ",Ferry," $2,398.00 "
1878,Hawaii,12/1/2022,12/6/2022,5,Mary JACKSON,27,Female,UK,Guesthouse," $5,952.00 ",Train, $674.00 
1879,"London, UK",4/28/2022,5/8/2022,10,Christopher SMITH,59,Male,United Arab Emirates,Hostel," $2,072.00 ",Car," $2,066.00 "
1880,Greece,9/7/2022,9/9/2022,2,Christopher JOHNSON,28,Male,American,Guesthouse," $3,435.00 ",Subway," $1,823.00 "
1881,Cape Town,3/25/2021,3/27/2021,2,Christopher WILLIAMS,51,Male,Brazilian,Villa, $272.00 ,Plane," $2,229.00 "
1882,"Athens, Greece",2/15/2022,2/16/2022,1,Christopher BROWN,40,Male,Scottish,Riad," $1,458.00 ",Car rental," $2,445.00 "
1883,"Cancun, Mexico",6/3/2024,6/18/2024,15,Christopher JONES,54,Female,South African,Resort," $4,701.00 ",Subway, $921.00 
1884,"Tokyo, Japan",8/26/2024,8/29/2024,3,Christopher GARCIA,38,Male,Brazil,Resort," $1,083.00 ",Train," $1,214.00 "
1885,Rome,4/7/2022,4/8/2022,1,Christopher RODRIGUEZ,28,Female,Singapore,Guesthouse, $963.00 ,Airplane, $509.00 
1886,Amsterdam,9/18/2022,10/3/2022,15,Christopher MILLER,54,Female,German,Riad," $4,422.00 ",Airplane," $2,375.00 "
1887,"New York City, USA",11/19/2023,11/24/2023,5,Christopher MARTINEZ,57,Male,Moroccan,Hostel," $2,229.00 ",Train," $2,470.00 "
1888,Spain,10/1/2022,10/11/2022,10,Christopher DAVIS,51,Male,Scottish,Airbnb," $1,481.00 ",Train," $1,277.00 "
1889,"Bangkok, Thai",11/15/2021,11/22/2021,7,Christopher HERNANDEZ,28,Female,United Kingdom,Villa," $6,340.00 ",Car rental," $1,230.00 "
1890,"Bangkok, Thai",2/21/2022,3/2/2022,9,Christopher LOPEZ,50,Male,German,Vacation rental," $4,308.00 ",Train, $734.00 
1891,Phnom Penh,8/25/2022,9/6/2022,12,Christopher GONZALEZ,54,Female,Italian,Hotel," $3,045.00 ",Car," $1,597.00 "
1892,"Phuket, Thai",12/8/2022,12/18/2022,10,Christopher WILSON,41,Male,Singapore,Airbnb," $1,325.00 ",Bus," $2,259.00 "
1893,"New York, USA",2/28/2023,3/1/2023,1,Christopher ANDERSON,25,Female,Australian,Airbnb, $417.00 ,Airplane, $387.00 
1894,"Phuket, Thailand",8/9/2022,8/18/2022,9,Christopher THOMAS,41,Male,Spanish,Resort," $7,371.00 ",Train," $1,984.00 "
1895,Egypt,6/24/2023,7/9/2023,15,Christopher TAYLOR,50,Male,Singapore,Hostel," $1,697.00 ",Car rental," $1,701.00 "
1896,Seoul,9/9/2024,9/13/2024,4,Christopher LEE,44,Male,German,Riad," $4,018.00 ",Car rental," $1,186.00 "
1897,Amsterdam,1/30/2024,2/3/2024,4,Christopher MOORE,51,Female,Japanese,Guesthouse," $2,960.00 ",Train, $329.00 
1898,Sydney,8/3/2023,8/14/2023,11,Christopher JACKSON,55,Male,Germany,Hostel," $7,869.00 ",Plane," $1,044.00 "
1899,"New York, USA",9/10/2024,9/15/2024,5,Joseph SMITH,39,Male,French,Airbnb," $5,736.00 ",Car rental, $516.00 
1900,"Honolulu, Hawaii",4/26/2021,5/5/2021,9,Joseph JOHNSON,46,Male,Indian,Riad," $2,521.00 ",Car, $310.00 
1901,"Rome, Italy",7/18/2024,7/21/2024,3,Joseph WILLIAMS,55,Female,South African,Riad," $1,394.00 ",Airplane," $1,380.00 "
1902,"Bangkok, Thai",10/28/2024,11/11/2024,14,Joseph BROWN,38,Female,Taiwan,Villa," $7,205.00 ",Car rental," $2,450.00 "
1903,"Vancouver, Canada",9/30/2023,10/10/2023,10,Joseph JONES,51,Female,Vietnamese,Villa," $7,903.00 ",Bus," $1,691.00 "
1904,"Tokyo, Japan",5/14/2022,5/25/2022,11,Joseph GARCIA,50,Male,Japanese,Resort," $7,149.00 ",Bus," $2,379.00 "
1905,Australia,7/29/2022,8/2/2022,4,Joseph RODRIGUEZ,40,Female,South African,Villa," $7,424.00 ",Car, $173.00 
1906,"Phuket, Thai",7/1/2021,7/13/2021,12,Joseph MILLER,31,Male,Canada,Hotel," $3,519.00 ",Plane, $246.00 
1907,"Paris, France",2/25/2021,3/6/2021,9,Joseph MARTINEZ,31,Male,Korean,Riad," $7,897.00 ",Car," $2,371.00 "
1908,Thailand,6/2/2022,6/6/2022,4,Joseph DAVIS,26,Female,Vietnamese,Hostel," $4,930.00 ",Plane," $2,068.00 "
1909,New York,7/14/2024,7/18/2024,4,Joseph HERNANDEZ,26,Female,Scottish,Riad," $6,554.00 ",Subway," $1,121.00 "
1910,Rome,10/18/2022,10/19/2022,1,Joseph LOPEZ,23,Female,United Kingdom,Vacation rental," $2,735.00 ",Plane, $739.00 
1911,"Phuket, Thai",4/27/2021,5/1/2021,4,Joseph GONZALEZ,27,Male,Moroccan,Hostel," $1,039.00 ",Train, $693.00 
1912,"Cancun, Mexico",10/15/2023,10/17/2023,2,Joseph WILSON,45,Male,French,Airbnb," $4,100.00 ",Ferry," $2,427.00 "
1913,Santorini,12/12/2024,12/21/2024,9,Joseph ANDERSON,59,Male,French,Guesthouse," $4,008.00 ",Airplane," $2,392.00 "
1914,Rome,5/8/2023,5/23/2023,15,Joseph THOMAS,59,Female,Indian,Airbnb," $3,424.00 ",Train," $1,186.00 "
1915,"Phuket, Thai",7/22/2024,8/6/2024,15,Joseph TAYLOR,44,Male,Mexican,Vacation rental," $3,431.00 ",Flight," $1,244.00 "
1916,"Athens, Greece",3/30/2023,4/5/2023,6,Joseph LEE,38,Male,Canadian,Resort," $3,253.00 ",Car," $1,416.00 "
1917,Egypt,4/22/2022,4/30/2022,8,Joseph MOORE,30,Male,South Korea,Resort," $7,692.00 ",Plane, $907.00 
1918,Sydney,3/3/2024,3/7/2024,4,Joseph JACKSON,51,Male,Canadian,Riad," $2,211.00 ",Ferry," $2,201.00 "
1919,Japan,3/27/2023,4/3/2023,7,Richard SMITH,59,Female,Italian,Hostel," $1,668.00 ",Subway," $2,432.00 "
1920,"Bali, Indonesia",4/13/2021,4/28/2021,15,Richard JOHNSON,24,Female,Japan,Resort," $7,076.00 ",Flight, $480.00 
1921,France,1/4/2022,1/14/2022,10,Richard WILLIAMS,48,Male,Dutch,Vacation rental," $1,198.00 ",Subway," $2,095.00 "
1922,Mexico,9/10/2022,9/22/2022,12,Richard BROWN,57,Male,New Zealander,Resort," $3,595.00 ",Airplane," $1,045.00 "
1923,Italy,4/15/2024,4/19/2024,4,Richard JONES,27,Female,Australian,Airbnb," $4,612.00 ",Airplane," $2,003.00 "
1924,"Barcelona, Spain",7/15/2023,7/24/2023,9,Richard GARCIA,24,Female,Indian,Riad," $3,991.00 ",Train," $1,704.00 "
1925,Cape Town,7/20/2024,7/31/2024,11,Richard RODRIGUEZ,59,Male,Greece,Riad," $2,400.00 ",Car, $302.00 
1926,Spain,2/20/2023,2/25/2023,5,Richard MILLER,42,Male,South Korea,Hostel," $6,749.00 ",Bus," $1,642.00 "
1927,Paris,7/25/2023,8/6/2023,12,Richard MARTINEZ,30,Male,Vietnamese,Guesthouse," $7,973.00 ",Car rental, $693.00 
1928,Brazil,12/6/2024,12/9/2024,3,Richard DAVIS,27,Male,Emirati,Hotel, $941.00 ,Airplane," $2,284.00 "
1929,"Dubai, United Arab Emirates",2/10/2024,2/25/2024,15,Richard HERNANDEZ,23,Female,Italy,Villa," $2,392.00 ",Train, $791.00 
1930,"Cape Town, South Africa",4/25/2023,5/3/2023,8,Richard LOPEZ,60,Male,Canadian,Resort," $6,575.00 ",Bus, $214.00 
1931,"Cancun, Mexico",6/27/2022,7/3/2022,6,Richard GONZALEZ,60,Female,Scottish,Guesthouse," $7,261.00 ",Ferry, $369.00 
1932,"Edinburgh, Scotland",12/13/2023,12/24/2023,11,Richard WILSON,29,Female,Hong Kong,Guesthouse, $439.00 ,Airplane," $1,692.00 "
1933,"Phuket, Thai",10/10/2024,10/18/2024,8,Richard ANDERSON,52,Male,China,Hotel," $2,229.00 ",Bus, $629.00 
1934,Egypt,8/1/2024,8/4/2024,3,Richard THOMAS,58,Female,Indonesian,Resort," $7,336.00 ",Airplane," $2,267.00 "
1935,Cape Town,7/3/2022,7/18/2022,15,Richard TAYLOR,24,Female,Brazil,Airbnb," $1,915.00 ",Car rental," $2,084.00 "
1936,"Bangkok, Thai",11/1/2021,11/8/2021,7,Richard LEE,47,Female,Mexican,Resort," $2,714.00 ",Car rental, $438.00 
1937,London,4/8/2024,4/21/2024,13,Richard MOORE,37,Female,Moroccan,Hotel," $6,022.00 ",Train," $1,095.00 "
1938,"Phuket, Thailand",3/16/2023,3/22/2023,6,Richard JACKSON,41,Male,United Kingdom,Hotel," $7,627.00 ",Train," $2,005.00 "
1939,"Tokyo, Japan",6/8/2024,6/22/2024,14,Daniel SMITH,33,Male,British,Hostel," $6,550.00 ",Plane, $357.00 
1940,"Bangkok, Thailand",2/11/2024,2/19/2024,8,Daniel JOHNSON,59,Male,Chinese,Hotel," $3,700.00 ",Car, $592.00 
1941,Paris,4/25/2022,5/6/2022,11,Daniel WILLIAMS,45,Female,German,Guesthouse," $4,210.00 ",Plane," $1,203.00 "
1942,Mexico,7/16/2024,7/23/2024,7,Daniel BROWN,32,Female,Brazil,Resort," $6,063.00 ",Subway," $1,385.00 "
1943,"Tokyo, Japan",3/13/2024,3/28/2024,15,Daniel JONES,24,Male,Brazil,Hotel," $1,618.00 ",Train," $1,028.00 "
1944,"Bali, Indonesia",2/14/2023,2/23/2023,9,Daniel GARCIA,43,Male,Vietnamese,Riad," $5,560.00 ",Train," $2,168.00 "
1945,"Rome, Italy",10/28/2024,10/30/2024,2,Daniel RODRIGUEZ,49,Female,Brazil,Hotel," $1,690.00 ",Car," $1,564.00 "
1946,"Marrakech, Morocco",3/30/2023,3/31/2023,1,Daniel MILLER,38,Female,Japanese,Vacation rental," $6,256.00 ",Flight," $1,221.00 "
1947,"Sydney, Australia",8/3/2022,8/7/2022,4,Daniel MARTINEZ,43,Male,French,Riad," $3,575.00 ",Subway, $603.00 
1948,"Barcelona, Spain",1/13/2021,1/14/2021,1,Daniel DAVIS,42,Female,Japan,Airbnb," $6,088.00 ",Subway," $2,410.00 "
1949,"Rome, Italy",5/25/2024,6/2/2024,8,Daniel HERNANDEZ,28,Male,Scottish,Riad," $5,561.00 ",Flight," $1,685.00 "
1950,Cape Town,11/14/2024,11/24/2024,10,Daniel LOPEZ,58,Male,Indonesian,Hotel," $6,229.00 ",Plane," $2,273.00 "
1951,"London, UK",1/4/2021,1/10/2021,6,Daniel GONZALEZ,27,Male,Hong Kong,Vacation rental," $7,245.00 ",Train," $1,792.00 "
1952,Sydney,1/15/2021,1/23/2021,8,Daniel WILSON,51,Male,China,Hostel," $4,908.00 ",Bus," $2,030.00 "
1953,Phuket,8/15/2022,8/20/2022,5,Daniel ANDERSON,31,Male,United Arab Emirates,Villa," $7,186.00 ",Subway," $1,265.00 "
1954,Rome,4/1/2022,4/9/2022,8,Daniel THOMAS,58,Female,Mexican,Hostel," $2,259.00 ",Car," $1,104.00 "
1955,Cape Town,5/14/2023,5/26/2023,12,Daniel TAYLOR,27,Male,Emirati,Hostel, $877.00 ,Bus, $860.00 
1956,Dubai,1/12/2023,1/26/2023,14,Daniel LEE,44,Male,South Korea,Hostel, $975.00 ,Bus," $1,421.00 "
1957,Paris,4/18/2021,4/25/2021,7,Daniel MOORE,38,Female,French,Guesthouse," $7,312.00 ",Airplane," $2,057.00 "
1958,Santorini,6/24/2024,7/5/2024,11,Daniel JACKSON,45,Female,Brazil,Guesthouse," $7,863.00 ",Car," $1,009.00 "
1959,"Berlin, Germany",10/9/2024,10/13/2024,4,Thomas SMITH,59,Female,Germany,Riad," $7,934.00 ",Plane," $2,331.00 "
1960,Canada,9/25/2023,10/1/2023,6,Thomas JOHNSON,60,Female,Cambodia,Guesthouse," $5,354.00 ",Plane," $1,947.00 "
1961,"Cancun, Mexico",6/10/2023,6/18/2023,8,Thomas WILLIAMS,50,Female,Indonesian,Hostel," $2,167.00 ",Plane," $1,906.00 "
1962,"Berlin, Germany",4/21/2021,5/5/2021,14,Thomas BROWN,20,Female,Hong Kong,Vacation rental," $5,135.00 ",Subway, $692.00 
1963,"New York City, USA",3/13/2024,3/21/2024,8,Thomas JONES,23,Male,Spanish,Riad," $5,243.00 ",Bus, $227.00 
1964,New York,8/14/2022,8/28/2022,14,Thomas GARCIA,49,Male,UK,Resort," $2,214.00 ",Ferry, $326.00 
1965,Mexico,10/19/2022,10/31/2022,12,Thomas RODRIGUEZ,55,Male,Spain,Hotel, $977.00 ,Plane, $489.00 
1966,"Los Angeles, USA",2/16/2022,2/20/2022,4,Thomas MILLER,55,Male,Japanese,Airbnb," $4,993.00 ",Bus," $1,610.00 "
1967,"Bali, Indonesia",4/19/2021,4/21/2021,2,Thomas MARTINEZ,25,Male,French,Resort," $1,702.00 ",Train, $197.00 
1968,"Cape Town, South Africa",8/12/2022,8/26/2022,14,Thomas DAVIS,46,Female,Canada,Riad," $6,069.00 ",Car rental," $2,132.00 "
1969,Paris,8/30/2021,9/5/2021,6,Thomas HERNANDEZ,20,Male,South Korean,Hostel," $3,172.00 ",Car," $1,549.00 "
1970,"Amsterdam, Netherlands",11/16/2023,11/28/2023,12,Thomas LOPEZ,46,Female,Taiwan,Riad, $887.00 ,Flight," $2,360.00 "
1971,"Berlin, Germany",5/8/2022,5/18/2022,10,Thomas GONZALEZ,20,Male,Brazil,Airbnb, $702.00 ,Ferry," $1,931.00 "
1972,"Seoul, South Korea",12/17/2024,12/27/2024,10,Thomas WILSON,36,Female,Canadian,Airbnb," $6,800.00 ",Plane," $1,320.00 "
1973,"Los Angeles, USA",10/6/2021,10/16/2021,10,Thomas ANDERSON,44,Male,USA,Villa," $5,733.00 ",Ferry, $115.00 
1974,"New York, USA",7/19/2022,7/20/2022,1,Thomas THOMAS,59,Male,Korean,Riad," $3,398.00 ",Bus," $1,181.00 "
1975,"Tokyo, Japan",10/27/2022,11/5/2022,9,Thomas TAYLOR,34,Male,Moroccan,Hotel," $4,833.00 ",Train," $1,191.00 "
1976,France,5/3/2023,5/8/2023,5,Thomas LEE,28,Male,Brazil,Guesthouse," $6,811.00 ",Subway," $2,346.00 "
1977,"London, UK",12/12/2022,12/26/2022,14,Thomas MOORE,33,Male,Canadian,Vacation rental," $1,857.00 ",Train, $268.00 
1978,"Bali, Indonesia",12/7/2022,12/13/2022,6,Thomas JACKSON,53,Female,British,Villa," $1,968.00 ",Train," $2,424.00 "
1979,"Bangkok, Thai",5/8/2021,5/13/2021,5,Matthew SMITH,33,Male,South Korea,Villa," $6,340.00 ",Plane," $1,488.00 "
1980,"Paris, France",2/19/2022,2/21/2022,2,Matthew JOHNSON,31,Female,Taiwan,Villa," $5,938.00 ",Bus," $2,240.00 "
1981,"Cancun, Mexico",7/2/2023,7/3/2023,1,Matthew WILLIAMS,55,Female,German,Resort," $4,748.00 ",Plane," $2,150.00 "
1982,"Cape Town, SA",11/3/2023,11/6/2023,3,Matthew BROWN,56,Female,USA,Hotel," $6,826.00 ",Bus, $145.00 
1983,Seoul,2/19/2021,3/3/2021,12,Matthew JONES,24,Male,China,Hotel," $4,913.00 ",Subway," $1,978.00 "
1984,London,6/1/2022,6/16/2022,15,Matthew GARCIA,44,Male,Australian,Airbnb," $5,678.00 ",Subway," $1,905.00 "
1985,"Edinburgh, Scotland",5/29/2021,6/7/2021,9,Matthew RODRIGUEZ,31,Male,Dutch,Resort," $1,070.00 ",Car rental, $144.00 
1986,France,9/21/2023,10/4/2023,13,Matthew MILLER,25,Female,Japanese,Guesthouse," $3,139.00 ",Subway, $580.00 
1987,"Phuket, Thailand",6/30/2022,7/4/2022,4,Matthew MARTINEZ,55,Male,Taiwanese,Guesthouse," $6,720.00 ",Car rental, $495.00 
1988,"New York, USA",3/3/2022,3/10/2022,7,Matthew DAVIS,60,Female,Canadian,Riad," $3,343.00 ",Subway, $626.00 
1989,"New York, USA",4/10/2021,4/20/2021,10,Matthew HERNANDEZ,29,Male,China,Airbnb," $2,780.00 ",Bus," $1,654.00 "
1990,Sydney,9/4/2021,9/17/2021,13,Matthew LOPEZ,21,Female,Canadian,Airbnb," $1,526.00 ",Car," $2,464.00 "
1991,"Los Angeles, USA",9/11/2021,9/23/2021,12,Matthew GONZALEZ,54,Male,Germany,Airbnb," $1,726.00 ",Flight," $2,093.00 "
1992,"Berlin, Germany",7/7/2021,7/13/2021,6,Matthew WILSON,60,Male,Brazil,Hotel," $3,078.00 ",Subway, $649.00 
1993,Canada,1/19/2024,1/27/2024,8,Matthew ANDERSON,54,Male,Brazilian,Hostel," $7,502.00 ",Plane," $1,616.00 "
1994,"Dubai, United Arab Emirates",1/18/2022,1/28/2022,10,Matthew THOMAS,38,Female,Brazilian,Airbnb," $3,931.00 ",Car," $2,272.00 "
1995,Canada,4/14/2022,4/18/2022,4,Matthew TAYLOR,21,Male,Mexican,Hostel," $4,703.00 ",Flight," $1,651.00 "
1996,Tokyo,2/24/2022,3/9/2022,13,Matthew LEE,25,Male,Canadian,Resort," $5,342.00 ",Airplane, $604.00 
1997,Sydney,8/1/2021,8/4/2021,3,Matthew MOORE,52,Male,Moroccan,Villa," $2,755.00 ",Ferry," $2,012.00 "
1998,Mexico,1/25/2024,2/8/2024,14,Matthew JACKSON,56,Male,New Zealander,Vacation rental, $693.00 ,Flight," $1,843.00 "
1999,Thailand,7/11/2023,7/13/2023,2,Jennifer SMITH,24,Female,Korean,Villa," $7,807.00 ",Ferry," $2,163.00 "
2000,Italy,4/18/2022,4/22/2022,4,Jennifer JOHNSON,30,Male,Hong Kong,Vacation rental," $2,359.00 ",Car, $655.00 
2001,Egypt,10/1/2023,10/5/2023,4,Jennifer WILLIAMS,52,Female,British,Hostel," $2,420.00 ",Ferry, $892.00 
2002,Spain,5/6/2022,5/10/2022,4,Jennifer BROWN,25,Female,Brazil,Guesthouse," $3,561.00 ",Plane, $339.00 
2003,"Berlin, Germany",10/10/2023,10/22/2023,12,Jennifer JONES,54,Male,New Zealander,Vacation rental," $2,815.00 ",Subway," $1,254.00 "
2004,"Athens, Greece",12/26/2023,1/10/2024,15,Jennifer GARCIA,35,Female,Korean,Vacation rental," $5,001.00 ",Ferry, $467.00 
2005,"Seoul, South Korea",7/3/2023,7/5/2023,2,Jennifer RODRIGUEZ,38,Female,Spain,Riad," $5,461.00 ",Car," $2,199.00 "
2006,"Bangkok, Thai",8/20/2021,8/25/2021,5,Jennifer MILLER,27,Male,French,Hotel," $4,124.00 ",Subway," $1,367.00 "
2007,Egypt,2/22/2023,3/9/2023,15,Jennifer MARTINEZ,33,Male,South African,Riad," $4,233.00 ",Flight," $2,244.00 "
2008,Spain,1/2/2022,1/13/2022,11,Jennifer DAVIS,40,Male,New Zealander,Vacation rental," $2,455.00 ",Airplane, $934.00 
2009,"Phuket, Thai",7/12/2021,7/16/2021,4,Jennifer HERNANDEZ,37,Female,Italian,Hotel," $6,564.00 ",Train, $785.00 
2010,"Los Angeles, USA",5/21/2024,5/30/2024,9,Jennifer LOPEZ,33,Female,Canada,Vacation rental, $565.00 ,Train, $735.00 
2011,Dubai,4/8/2022,4/14/2022,6,Jennifer GONZALEZ,22,Female,Spain,Resort," $7,930.00 ",Train," $2,493.00 "
2012,Rio de Janeiro,9/20/2024,9/22/2024,2,Jennifer WILSON,41,Female,Italy,Villa," $4,134.00 ",Car rental," $2,477.00 "
2013,Egypt,4/9/2022,4/24/2022,15,Jennifer ANDERSON,20,Male,Indian,Hotel," $6,093.00 ",Train," $1,397.00 "
2014,Italy,11/30/2024,12/8/2024,8,Jennifer THOMAS,31,Male,South African,Guesthouse," $2,120.00 ",Car," $2,212.00 "
2015,"Auckland, New Zealand",12/3/2023,12/7/2023,4,Jennifer TAYLOR,52,Female,Moroccan,Villa," $2,369.00 ",Bus," $1,389.00 "
2016,"Dubai, United Arab Emirates",4/5/2023,4/10/2023,5,Jennifer LEE,32,Female,Spain,Hotel," $3,669.00 ",Car," $1,600.00 "
2017,Tokyo,5/1/2021,5/7/2021,6,Jennifer MOORE,54,Female,Scottish,Vacation rental," $6,340.00 ",Flight," $2,364.00 "
2018,Greece,10/5/2024,10/7/2024,2,Jennifer JACKSON,32,Female,Korean,Guesthouse," $5,173.00 ",Flight, $945.00 
2019,"Vancouver, Canada",7/18/2021,7/23/2021,5,Charles SMITH,26,Male,UK,Guesthouse," $7,829.00 ",Flight, $381.00 
2020,"Berlin, Germany",10/1/2022,10/7/2022,6,Charles JOHNSON,45,Female,Japan,Riad, $925.00 ,Airplane, $591.00 
2021,"Phuket, Thai",5/18/2021,5/21/2021,3,Charles WILLIAMS,29,Male,Brazilian,Hotel," $4,350.00 ",Airplane, $900.00 
2022,Japan,2/21/2023,3/4/2023,11,Charles BROWN,45,Female,Greece,Riad," $5,433.00 ",Plane," $2,159.00 "
2023,Rio de Janeiro,9/4/2024,9/12/2024,8,Charles JONES,58,Female,Mexican,Riad," $2,722.00 ",Train," $1,187.00 "
2024,"Cape Town, South Africa",6/5/2023,6/13/2023,8,Charles GARCIA,39,Female,Singapore,Hostel, $844.00 ,Bus, $258.00 
2025,"Dubai, United Arab Emirates",4/20/2023,5/2/2023,12,Charles RODRIGUEZ,36,Female,Brazilian,Villa," $5,345.00 ",Flight, $611.00 
2026,Paris,10/25/2023,10/29/2023,4,Charles MILLER,42,Male,Indonesian,Resort," $5,089.00 ",Plane, $779.00 
2027,Italy,7/28/2021,7/30/2021,2,Charles MARTINEZ,48,Male,Canada,Villa," $2,019.00 ",Subway," $1,615.00 "
2028,"Sydney, AUS",9/13/2021,9/24/2021,11,Charles DAVIS,30,Male,Hong Kong,Guesthouse," $5,063.00 ",Plane, $768.00 
2029,"New York, USA",11/12/2022,11/26/2022,14,Charles HERNANDEZ,36,Male,Indonesian,Guesthouse," $2,408.00 ",Plane," $1,752.00 "
2030,Sydney,3/1/2022,3/13/2022,12,Charles LOPEZ,42,Female,German,Hotel," $7,576.00 ",Car rental, $718.00 
2031,Thailand,5/21/2024,5/30/2024,9,Charles GONZALEZ,33,Female,Emirati,Vacation rental, $866.00 ,Plane," $1,288.00 "
2032,Amsterdam,3/22/2022,4/5/2022,14,Charles WILSON,41,Male,South Korea,Villa," $3,756.00 ",Flight," $1,712.00 "
2033,"Cape Town, South Africa",4/23/2022,5/6/2022,13,Charles ANDERSON,32,Female,Indian,Riad, $720.00 ,Train, $542.00 
2034,"Rio de Janeiro, Brazil",7/19/2023,7/30/2023,11,Charles THOMAS,23,Male,UK,Airbnb," $5,934.00 ",Car rental, $308.00 
2035,London,4/3/2024,4/12/2024,9,Charles TAYLOR,46,Female,Korean,Hostel," $2,569.00 ",Bus," $1,067.00 "
2036,"Seoul, South Korea",4/9/2024,4/20/2024,11,Charles LEE,46,Female,Singapore,Hotel," $1,267.00 ",Ferry," $2,274.00 "
2037,"Cape Town, South Africa",12/9/2022,12/14/2022,5,Charles MOORE,48,Female,Brazil,Airbnb," $5,065.00 ",Flight, $184.00 
2038,London,8/21/2021,8/25/2021,4,Charles JACKSON,48,Male,Greece,Riad," $1,994.00 ",Airplane," $1,529.00 "
2039,Amsterdam,7/3/2022,7/8/2022,5,Anthony SMITH,37,Female,United Kingdom,Guesthouse," $6,416.00 ",Airplane, $724.00 
2040,"Auckland, New Zealand",5/28/2023,6/2/2023,5,Anthony JOHNSON,30,Female,Spain,Hotel," $4,135.00 ",Ferry," $1,450.00 "
2041,"Berlin, Germany",6/29/2023,7/5/2023,6,Anthony WILLIAMS,41,Male,United Arab Emirates,Hotel," $1,956.00 ",Flight," $2,008.00 "
2042,Seoul,2/1/2023,2/7/2023,6,Anthony BROWN,37,Male,Germany,Airbnb, $861.00 ,Car rental, $790.00 
2043,"Cancun, Mexico",4/11/2023,4/17/2023,6,Anthony JONES,51,Female,Spanish,Hostel," $5,435.00 ",Train," $1,692.00 "
2044,Dubai,4/29/2021,5/12/2021,13,Anthony GARCIA,53,Male,Italian,Hostel," $7,320.00 ",Train, $748.00 
2045,"Auckland, New Zealand",7/21/2022,8/5/2022,15,Anthony RODRIGUEZ,35,Female,Brazil,Hotel," $1,558.00 ",Train, $461.00 
2046,Canada,1/3/2022,1/9/2022,6,Anthony MILLER,24,Male,Canadian,Airbnb," $4,507.00 ",Bus, $487.00 
2047,Canada,1/12/2024,1/27/2024,15,Anthony MARTINEZ,23,Male,Australian,Vacation rental," $1,169.00 ",Car," $1,564.00 "
2048,"Paris, France",5/2/2022,5/9/2022,7,Anthony DAVIS,44,Female,Brazilian,Vacation rental," $1,364.00 ",Train," $2,016.00 "
2049,"Los Angeles, USA",12/2/2022,12/9/2022,7,Anthony HERNANDEZ,46,Female,Cambodia,Airbnb," $4,342.00 ",Subway," $1,014.00 "
2050,Santorini,10/27/2024,11/4/2024,8,Anthony LOPEZ,32,Male,Brazilian,Hostel," $1,349.00 ",Flight, $393.00 
2051,Australia,11/22/2023,12/5/2023,13,Anthony GONZALEZ,53,Female,Japanese,Riad, $671.00 ,Bus," $1,811.00 "
